"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"39715",34,"admin.","married","university.degree","no","yes","no","cellular","may","fri",3,8,3,"failure",-1.8,93.876,-40,0.695,5008.7,"1"
"39720",80,"retired","married","basic.4y","no","no","no","cellular","may","mon",1,3,3,"success",-1.8,93.876,-40,0.697,5008.7,"1"
"39724",24,"unemployed","single","high.school","no","yes","no","cellular","may","mon",1,13,2,"failure",-1.8,93.876,-40,0.697,5008.7,"1"
"39734",69,"retired","married","high.school","no","no","no","cellular","may","wed",1,10,1,"success",-1.8,93.876,-40,0.697,5008.7,"1"
"39737",31,"technician","divorced","university.degree","no","no","no","cellular","may","wed",3,7,3,"success",-1.8,93.876,-40,0.697,5008.7,"1"
"39739",28,"admin.","single","university.degree","no","no","no","cellular","may","wed",2,3,2,"success",-1.8,93.876,-40,0.697,5008.7,"1"
"39741",70,"retired","divorced","high.school","no","yes","no","telephone","may","wed",2,4,2,"success",-1.8,93.876,-40,0.697,5008.7,"1"
"39743",60,"retired","married","high.school","no","no","no","cellular","may","thu",3,6,1,"success",-1.8,93.876,-40,0.699,5008.7,"1"
"39746",36,"admin.","married","university.degree","no","yes","yes","cellular","may","thu",1,6,2,"success",-1.8,93.876,-40,0.699,5008.7,"1"
"39770",30,"admin.","married","university.degree","no","no","yes","cellular","may","mon",2,9,2,"success",-1.8,93.876,-40,0.701,5008.7,"0"
"39774",29,"technician","single","high.school","no","no","no","cellular","may","mon",1,13,3,"failure",-1.8,93.876,-40,0.701,5008.7,"0"
"39784",29,"blue-collar","single","basic.9y","no","no","no","telephone","jun","tue",1,6,2,"success",-1.7,94.055,-39.8,0.702,4991.6,"0"
"39792",29,"admin.","married","university.degree","no","no","yes","cellular","jun","tue",3,5,1,"success",-1.7,94.055,-39.8,0.702,4991.6,"1"
"39797",51,"technician","married","university.degree","no","yes","no","cellular","jun","tue",1,10,1,"success",-1.7,94.055,-39.8,0.702,4991.6,"1"
"39803",22,"admin.","single","university.degree","no","no","no","cellular","jun","wed",1,3,1,"success",-1.7,94.055,-39.8,0.704,4991.6,"1"
"39804",48,"admin.","divorced","high.school","no","no","no","cellular","jun","wed",1,6,1,"success",-1.7,94.055,-39.8,0.704,4991.6,"1"
"39805",29,"technician","single","professional.course","no","yes","no","cellular","jun","wed",2,6,1,"success",-1.7,94.055,-39.8,0.704,4991.6,"1"
"39807",34,"admin.","married","high.school","no","yes","no","cellular","jun","wed",1,6,2,"success",-1.7,94.055,-39.8,0.704,4991.6,"1"
"39808",34,"admin.","married","high.school","no","yes","no","cellular","jun","wed",1,5,1,"success",-1.7,94.055,-39.8,0.704,4991.6,"0"
"39812",38,"blue-collar","married","basic.6y","no","no","yes","cellular","jun","fri",2,3,2,"success",-1.7,94.055,-39.8,0.707,4991.6,"0"
"39813",38,"blue-collar","married","basic.6y","no","no","no","cellular","jun","fri",2,5,3,"success",-1.7,94.055,-39.8,0.707,4991.6,"0"
"39821",35,"technician","single","professional.course","no","yes","no","cellular","jun","tue",1,6,2,"success",-1.7,94.055,-39.8,0.713,4991.6,"1"
"39824",21,"student","single","high.school","no","yes","no","telephone","jun","tue",1,14,2,"success",-1.7,94.055,-39.8,0.713,4991.6,"0"
"39828",34,"technician","married","high.school","no","yes","no","cellular","jun","wed",1,3,4,"success",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39829",29,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",1,6,3,"success",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39830",34,"admin.","married","university.degree","no","no","no","cellular","jun","wed",1,3,2,"success",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39831",33,"admin.","single","university.degree","no","no","no","cellular","jun","wed",1,3,1,"success",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39832",44,"technician","married","university.degree","no","yes","no","telephone","jun","wed",1,6,3,"failure",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39834",29,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",2,3,1,"success",-1.7,94.055,-39.8,0.715,4991.6,"0"
"39836",28,"services","married","high.school","no","no","yes","cellular","jun","wed",2,6,2,"success",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39838",29,"admin.","single","university.degree","no","no","no","cellular","jun","wed",2,3,4,"success",-1.7,94.055,-39.8,0.715,4991.6,"1"
"39843",35,"admin.","single","university.degree","no","no","yes","cellular","jun","mon",2,4,3,"success",-1.7,94.055,-39.8,0.72,4991.6,"0"
"39844",50,"management","married","university.degree","no","no","no","telephone","jun","mon",5,6,1,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39845",36,"management","divorced","university.degree","no","yes","no","cellular","jun","mon",1,3,4,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39846",23,"student","single","high.school","no","yes","no","telephone","jun","mon",1,9,1,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39847",39,"technician","married","university.degree","no","yes","no","cellular","jun","mon",1,3,5,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39853",36,"self-employed","single","university.degree","no","no","yes","cellular","jun","mon",1,4,4,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39855",59,"unemployed","married","basic.4y","no","yes","no","cellular","jun","mon",1,6,2,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39857",35,"admin.","single","university.degree","no","yes","no","cellular","jun","mon",1,14,1,"success",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39858",22,"student","single","high.school","no","no","yes","cellular","jun","mon",1,12,2,"failure",-1.7,94.055,-39.8,0.72,4991.6,"1"
"39866",27,"student","single","university.degree","no","no","yes","cellular","jun","mon",2,3,4,"success",-1.7,94.055,-39.8,0.72,4991.6,"0"
"39867",31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",2,3,1,"success",-1.7,94.055,-39.8,0.723,4991.6,"1"
"39868",29,"admin.","married","high.school","no","yes","no","cellular","jun","tue",2,13,1,"success",-1.7,94.055,-39.8,0.723,4991.6,"1"
"39869",56,"management","married","basic.6y","no","yes","no","cellular","jun","tue",1,7,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"1"
"39872",31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",5,9,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"1"
"39873",31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",4,3,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"0"
"39874",37,"unemployed","married","university.degree","no","yes","no","telephone","jun","tue",3,2,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"0"
"39875",35,"management","divorced","university.degree","no","yes","yes","cellular","jun","tue",2,12,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"0"
"39881",24,"student","single","high.school","no","no","no","cellular","jun","wed",6,6,1,"success",-1.7,94.055,-39.8,0.727,4991.6,"1"
"39882",28,"management","single","university.degree","no","yes","no","cellular","jun","thu",3,6,2,"success",-1.7,94.055,-39.8,0.729,4991.6,"1"
"39884",28,"management","single","university.degree","no","yes","no","cellular","jun","thu",1,22,1,"success",-1.7,94.055,-39.8,0.729,4991.6,"1"
"39892",24,"student","single","high.school","no","no","yes","cellular","jun","thu",2,12,2,"failure",-1.7,94.055,-39.8,0.729,4991.6,"1"
"39895",26,"admin.","single","university.degree","no","no","yes","cellular","jun","fri",2,6,1,"success",-1.7,94.055,-39.8,0.732,4991.6,"0"
"39897",70,"blue-collar","married","basic.4y","no","no","yes","cellular","jun","fri",1,3,1,"success",-1.7,94.055,-39.8,0.732,4991.6,"1"
"39900",30,"admin.","married","high.school","no","yes","no","cellular","jun","fri",1,12,1,"success",-1.7,94.055,-39.8,0.732,4991.6,"1"
"39902",27,"technician","single","professional.course","no","no","no","cellular","jun","tue",2,3,3,"success",-1.7,94.055,-39.8,0.737,4991.6,"0"
"39906",36,"management","married","university.degree","no","no","no","cellular","jun","tue",1,3,2,"success",-1.7,94.055,-39.8,0.737,4991.6,"1"
"39907",36,"management","married","university.degree","no","no","no","cellular","jun","tue",1,6,2,"success",-1.7,94.055,-39.8,0.737,4991.6,"1"
"39908",32,"admin.","single","university.degree","no","no","no","cellular","jun","tue",1,12,2,"success",-1.7,94.055,-39.8,0.737,4991.6,"1"
"39909",45,"admin.","divorced","university.degree","no","no","yes","cellular","jun","wed",1,3,2,"success",-1.7,94.055,-39.8,0.739,4991.6,"0"
"39912",36,"admin.","single","university.degree","no","no","no","cellular","jun","wed",1,7,1,"success",-1.7,94.055,-39.8,0.739,4991.6,"1"
"39913",36,"blue-collar","single","high.school","no","yes","yes","cellular","jun","wed",2,3,1,"success",-1.7,94.055,-39.8,0.739,4991.6,"1"
"39914",35,"technician","divorced","professional.course","no","no","no","cellular","jun","wed",1,13,2,"failure",-1.7,94.055,-39.8,0.739,4991.6,"0"
"39916",36,"blue-collar","single","high.school","no","no","no","cellular","jun","wed",1,6,1,"success",-1.7,94.055,-39.8,0.739,4991.6,"1"
"39919",40,"blue-collar","married","basic.9y","no","yes","no","cellular","jun","wed",3,3,2,"success",-1.7,94.055,-39.8,0.739,4991.6,"0"
"39920",24,"student","single","high.school","no","no","no","cellular","jun","wed",2,14,2,"success",-1.7,94.055,-39.8,0.739,4991.6,"0"
"39930",37,"unemployed","single","university.degree","no","yes","no","cellular","jun","thu",2,6,1,"success",-1.7,94.055,-39.8,0.742,4991.6,"0"
"39940",69,"retired","divorced","professional.course","no","no","no","cellular","jun","fri",6,12,2,"failure",-1.7,94.055,-39.8,0.748,4991.6,"1"
"39942",23,"student","single","basic.6y","no","no","no","cellular","jun","fri",1,14,1,"success",-1.7,94.055,-39.8,0.748,4991.6,"1"
"39944",30,"technician","married","university.degree","no","no","no","cellular","jun","fri",1,7,1,"success",-1.7,94.055,-39.8,0.748,4991.6,"0"
"39945",36,"admin.","married","university.degree","no","yes","yes","cellular","jun","fri",1,4,4,"success",-1.7,94.055,-39.8,0.748,4991.6,"0"
"39956",51,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",3,10,3,"success",-1.7,94.055,-39.8,0.754,4991.6,"1"
"39959",51,"blue-collar","married","basic.4y","no","no","yes","cellular","jun","mon",1,3,1,"success",-1.7,94.055,-39.8,0.754,4991.6,"1"
"39961",32,"blue-collar","single","high.school","no","no","no","cellular","jun","mon",1,2,2,"success",-1.7,94.055,-39.8,0.754,4991.6,"1"
"39965",62,"blue-collar","married","high.school","no","yes","no","cellular","jun","mon",4,4,3,"success",-1.7,94.055,-39.8,0.754,4991.6,"1"
"39977",56,"retired","married","high.school","no","no","no","cellular","jun","tue",1,3,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"1"
"39981",23,"student","single","basic.9y","no","yes","no","cellular","jun","tue",1,6,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"0"
"39982",35,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",1,5,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"0"
"39983",25,"student","single","high.school","no","yes","yes","cellular","jun","tue",2,6,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"1"
"39984",38,"entrepreneur","married","basic.6y","no","no","no","cellular","jun","tue",1,2,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"1"
"39993",26,"admin.","married","high.school","no","no","no","cellular","jun","wed",4,12,3,"failure",-1.7,94.055,-39.8,0.767,4991.6,"1"
"39999",33,"services","married","high.school","no","yes","no","cellular","jun","wed",2,12,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"1"
"40000",56,"retired","married","basic.4y","no","yes","no","cellular","jun","wed",2,3,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"1"
"40015",60,"management","married","university.degree","no","yes","yes","cellular","jul","thu",1,4,2,"success",-1.7,94.215,-40.3,0.782,4991.6,"1"
"40016",37,"admin.","single","high.school","no","no","no","cellular","jul","thu",2,7,3,"success",-1.7,94.215,-40.3,0.782,4991.6,"1"
"40018",38,"admin.","married","high.school","no","no","no","cellular","jul","thu",2,10,2,"success",-1.7,94.215,-40.3,0.782,4991.6,"1"
"40021",39,"blue-collar","married","basic.6y","no","yes","no","telephone","jul","fri",1,14,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"0"
"40023",37,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",2,4,3,"success",-1.7,94.215,-40.3,0.79,4991.6,"0"
"40025",37,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",2,6,3,"success",-1.7,94.215,-40.3,0.79,4991.6,"0"
"40027",35,"admin.","single","university.degree","no","no","no","cellular","jul","fri",5,4,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"1"
"40031",48,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",2,3,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"1"
"40039",41,"admin.","divorced","university.degree","no","yes","no","cellular","jul","mon",1,14,2,"success",-1.7,94.215,-40.3,0.793,4991.6,"1"
"40041",30,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",2,3,1,"success",-1.7,94.215,-40.3,0.797,4991.6,"0"
"40045",30,"admin.","single","university.degree","no","no","no","cellular","jul","tue",1,3,2,"success",-1.7,94.215,-40.3,0.797,4991.6,"0"
"40049",46,"admin.","married","high.school","no","yes","yes","cellular","jul","tue",1,13,2,"success",-1.7,94.215,-40.3,0.797,4991.6,"1"
"40051",83,"housemaid","divorced","basic.4y","no","yes","no","cellular","jul","tue",2,3,1,"success",-1.7,94.215,-40.3,0.797,4991.6,"1"
"40054",55,"admin.","married","high.school","no","no","no","telephone","jul","wed",1,9,1,"success",-1.7,94.215,-40.3,0.802,4991.6,"1"
"40056",35,"admin.","married","high.school","no","yes","no","cellular","jul","wed",2,15,1,"success",-1.7,94.215,-40.3,0.802,4991.6,"1"
"40062",29,"admin.","single","high.school","no","yes","no","cellular","jul","thu",1,6,1,"success",-1.7,94.215,-40.3,0.81,4991.6,"1"
"40065",25,"services","single","high.school","no","no","yes","telephone","jul","thu",2,8,4,"success",-1.7,94.215,-40.3,0.81,4991.6,"1"
"40079",72,"retired","married","basic.4y","no","no","yes","cellular","jul","fri",4,8,1,"success",-1.7,94.215,-40.3,0.822,4991.6,"1"
"40093",36,"technician","single","university.degree","no","yes","yes","cellular","jul","mon",4,3,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"0"
"40104",24,"admin.","single","high.school","no","no","no","cellular","jul","mon",1,14,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"1"
"40105",19,"student","single","basic.9y","no","no","yes","telephone","jul","mon",1,6,2,"success",-1.7,94.215,-40.3,0.827,4991.6,"1"
"40106",59,"retired","divorced","basic.4y","no","yes","yes","cellular","jul","mon",1,6,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"1"
"40113",28,"student","single","high.school","no","yes","no","cellular","jul","mon",2,6,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"1"
"40114",29,"admin.","married","university.degree","no","yes","yes","cellular","jul","tue",2,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"0"
"40116",29,"admin.","single","high.school","no","no","no","cellular","jul","tue",2,3,3,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40118",83,"retired","married","university.degree","no","yes","no","cellular","jul","tue",1,6,2,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40120",83,"retired","married","university.degree","no","no","no","telephone","jul","tue",1,12,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40126",31,"unemployed","single","university.degree","no","yes","no","cellular","jul","tue",1,6,3,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40127",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",1,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40128",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",1,11,2,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40132",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",6,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40133",29,"admin.","single","high.school","no","yes","no","cellular","jul","tue",3,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"1"
"40135",53,"blue-collar","single","basic.9y","no","no","no","telephone","jul","wed",1,6,2,"success",-1.7,94.215,-40.3,0.84,4991.6,"1"
"40142",29,"technician","single","basic.9y","no","yes","no","telephone","jul","wed",1,6,1,"success",-1.7,94.215,-40.3,0.84,4991.6,"1"
"40154",52,"technician","married","basic.6y","no","yes","no","cellular","jul","thu",1,3,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40156",37,"services","married","high.school","no","no","no","cellular","jul","thu",1,6,2,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40157",28,"services","single","high.school","no","yes","no","cellular","jul","thu",1,6,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40159",30,"admin.","single","university.degree","no","no","no","cellular","jul","thu",1,6,2,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40161",32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",2,6,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"0"
"40162",20,"student","single","basic.9y","no","yes","no","cellular","jul","thu",3,6,3,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40164",70,"retired","divorced","basic.4y","no","no","no","cellular","jul","thu",2,6,2,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40165",35,"admin.","married","university.degree","no","no","no","cellular","jul","thu",2,6,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"1"
"40167",32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",2,15,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"0"
